사과__08/NNG	동시/NNG 에/JKB 국내/NNG 각/MM 언론사/NNG 에/JKB 	사과/NNG	성명/NNG 을/JKO 발표/NNG 하/XSV 겠/EP 다는/ETM 약속/NNG 까지/JX 하/VV 았/EP 다/EF ./SF 
배__09/NNG	우리/NP 보다/JKB 두/MM 	배/NNG	에서/JKB 네/MM 배/NNG 가까이/MAG 효율/NNG 이/JKS 높/VA 은/ETM 일본/NNP 도/JX 에너지/NNG 효율/NNG 화/XSN 를/JKO 증진/NNG 시키/XSV 기/ETN 위하/VV 아/EC 무진/MAG 애/NNG 를/JKO 쓰/VV ᆫ다는데/EC ,/SP 
배__09/NNG	우리/NP 보다/JKB 두/MM 배/NNG 에서/JKB 네/MM 	배/NNG	가까이/MAG 효율/NNG 이/JKS 높/VA 은/ETM 일본/NNP 도/JX 에너지/NNG 효율/NNG 화/XSN 를/JKO 증진/NNG 시키/XSV 기/ETN 위하/VV 아/EC 무진/MAG 애/NNG 를/JKO 쓰/VV ᆫ다는데/EC ,/SP 우리/NP 는/JX 왜/MAG 
배__01/NNG	저녁밥/NNG 잘/MAG 먹/VV 은/ETM 큰애/NNG 가/JKS 갑자기/MAG 	배/NNG	가/JKS 살살/MAG 아프/VA 다고/EC 호소/NNG 하/XSV ᆯ/ETM 때/NNG ,/SP 엄마/NNG 는/JX 상비/NNG 하/XSV 았/EP 던/ETM 소화제/NNG 로/JKB 만족/NNG 하/XSA 기/ETN 꺼림칙/XR 하/XSA 다/EF ./SF 
배__01/NNG	구내식당/NNG 에서/JKB 점심/NNG 잘/MAG 먹/VV 은/ETM 그/MM 간호사/NNG 가/JKS 저녁밥/NNG 잘/MAG 먹/VV 었/EP 던/ETM 큰애/NNG 처럼/JKB 갑자기/MAG 	배/NNG	가/JKS 살살/MAG 아프/VA 아/EC 지/VX ᆫ다면/EC ,/SP 간호사/NNG 는/JX 복통/NNG 의/JKG 원인/NNG ,/SP 을/JKO 무엇/NP 으로/JKB 짐작/NNG 하/XSV 아야/EC 하/VV ᆯ까/EF ./SF 
배__01/NNG	유전자/NNG 조작/NNG 두부/NNG 를/JKO 먹/VV 고서/EC 	배/NNG	가/JKS 살살/MAG 아프/VA 아/EC 지/VX ᆫ다면/EC 조작/NNG 되/XSV ᆫ/ETM 유전자/NNG 에/JKB 모든/MM 혐의/NNG 를/JKO 덮어씌우/VV ᆯ/ETM 수/NNB 있/VV 을까/EF ./SF 
배__01/NNG	는/ETM 이유/NNG 도/JX 가지가지/NNG 이/VCP 듯/EC ,/SP 유전자/NNG 조작/NNG 이/JKS 농산물/NNG 과/JC 식품/NNG 을/JKO 넘/VV 어/EC 생태/NNG 계/XSN 까지/JX 만연/NNG 하/XSV 는/ETM 복합오염/NNG 시대/NNG 에/JKB 	배/NNG	가/JKS 살살/MAG 아프/VA ᆫ/ETM 이유/NNG 를/JKO 섣불리/MAG 단정/NNG 하/XSV ᆯ/ETM 수/NNB 없/VA 다면/EC ,/SP 우리/NP 는/JX 우리/NP 의/JKG 건강/NNG 을/JKO 어떻/VA 게/EC 지키/VV 어야/EC 하/VX 
배__01/NNG	말/NNG ,/SP 우리나라/NNG 도시/NNG 의/JKG 논밭/NNG 은/JX 공장/NNG 으로/JKB 메우/VV 어/EC 지/VX 고/EC 시골/NNG 의/JKG 논/NNG 웅덩이/NNG 마다/JX 죽/VV 은/ETM 물고기/NNG 들/XSN 이/JKS 허옇/VA ᆫ/ETM 	배/NNG	를/JKO 드러내/VV 었/EP 다/EF ./SF 
배__09/NNG	OECD/SL 평균/NNG 6/SN 	배/NNG	의/JKG 농약/NNG 을/JKO 살포/NNG 하/XSV 지만/EC 자급자족/NNG 하/XSV 았/EP 던/ETM 우리/NP 의/JKG 농업/NNG 자급/NNG 은/JX 4/SN 분/XSN 의/JKG 1/SN 로/JKB 곤두박질치/VV 었/EP 고/EC 제철/NNG 저/NP 
배__09/NNG	보통/MAG 미꾸라지/NNG 보다/JKB 40/SN 	배/NNG	나/JX 무겁/VA ᆫ/ETM 슈퍼/NNG 미꾸라지/NNG 한/MM 마리/NNB 이/VCP 면/EC 가족/NNG 의/JKG 한/MM 끼/NNG 식사/NNG 로/JKB 충분/XR 하/XSA 아/EC 보/VX 았/EP 는데/EC ,/SP 아니/VCN ᆫ/ETM 것/NNB 
배__09/NNG	서울대학교/NNP 수의학/NNG 과/NNG 황우석/NNP 교수/NNG 가/JKS 복제/NNG 하/XSV ᆫ/ETM 젖소/NNG 영롱이/NNP 는/JX 보통/NNG 젖소/NNG 에/JKB 비하/VV 아/EC 3/SN 	배/NNG	이상/NNG 의/JKG 우유/NNG 를/JKO 내/VV 어/EC 주/VX ᆫ다고/EC 하/VV ᆫ다/EF ./SF 
배__09/NNG	우유/NNG 를/JKO 3/SN 	배/NNG	생산/NNG 하/XSV 면/EC 목장/NNG 의/JKG 수입/NNG 이/JKS 3/SN 배/NNG 늘어나/VV 거나/EC 우유/NNG 소비자/NNG 가/JKS 3/SN 분/XSN 의/JKG 1/SN 로/JKB 저렴/XR 하/XSA 아/EC 지/VX ᆯ/ETM 우유/NNG 
배__09/NNG	우유/NNG 를/JKO 3/SN 배/NNG 생산/NNG 하/XSV 면/EC 목장/NNG 의/JKG 수입/NNG 이/JKS 3/SN 	배/NNG	늘어나/VV 거나/EC 우유/NNG 소비자/NNG 가/JKS 3/SN 분/XSN 의/JKG 1/SN 로/JKB 저렴/XR 하/XSA 아/EC 지/VX ᆯ/ETM 우유/NNG 를/JKO 마시/VV 게/EC 되/VV 는/ETM 것/NNB 이/VCP ᆯ까/EF ./SF 
배__09/NNG	우유/NNG 가/JKS 모자라/VV 지/EC 않/VX 은/ETM 까닭/NNG 에/JKB 더욱/MAG 까다롭/VA 어/EC 지/VX ᆯ/ETM 우유/NNG 회사/NNG 는/JX 3/SN 	배/NNG	엄선/NNG 되/XSV ᆫ/ETM 원유/NNG 를/JKO 요구/NNG 하/XSV ᆯ/ETM 것/NNB 이/VCP 고/EC ,/SP 기준/NNG 에/JKB 통과/NNG 하/XSV ᆯ/ETM 원유/NNG 를/JKO 납품/NNG 하/XSV 기/ETN 위하/VV 아/EC 목장/NNG 
배__09/NNG	ᆫ/ETM 원유/NNG 를/JKO 요구/NNG 하/XSV ᆯ/ETM 것/NNB 이/VCP 고/EC ,/SP 기준/NNG 에/JKB 통과/NNG 하/XSV ᆯ/ETM 원유/NNG 를/JKO 납품/NNG 하/XSV 기/ETN 위하/VV 아/EC 목장/NNG 은/JX 3/SN 	배/NNG	이상/NNG 투자/NNG 하/XSV 지/EC 않/VX 으면/EC 안/MAG 되/VV ᆯ/ETM 것/NNB 이/VCP 다/EF ./SF 
배__09/NNG	그/MM 나무/NNG 에서/JKB 날리/VV ᆯ/ETM 꽃가루/NNG 를/JKO 조심/NNG 하/XSV 라는/ETM 것/NNB 으로/JKB ,/SP 중금속/NNG 을/JKO 3/SN 	배/NNG	이상/NNG 흡수/NNG 하/XSV 는/ETM 유전자/NNG 가/JKS 포함/NNG 되/XSV ᆫ/ETM 꽃가루/NNG 가/JKS 바람/NNG 에/JKB 날리/VV 어/EC 과실수/NNG 나/JX 꽃나무/NNG 에/JKB 옮기/VV 어/EC 지/VX ᆯ/ETM 경우/NNG 를/JKO 
배__09/NNG	이/JKS 공급/NNG 되/XSV 는/ETM 농장/NNG 에/JKB 파종/NNG 하/XSV 아/EC 살충제/NNG 와/JC 화학/NNG 비료/NNG 를/JKO 충분히/MAG 투여/NNG 하/XSV 자/EC ,/SP 옥수수/NNG 의/JKG 경우/NNG 4/SN ～/SO 6/SN 	배/NNG	,/SP 보리/NNG 는/JX 6/SN ～/SO 9/SN 배/NNG 의/JKG 수확/NNG 을/JKO 올리/VV 게/EC 되/VV ᆫ/ETM 것/NNB 이/VCP 다/EF ./SF 
배__09/NNG	하/XSV 아/EC 살충제/NNG 와/JC 화학/NNG 비료/NNG 를/JKO 충분히/MAG 투여/NNG 하/XSV 자/EC ,/SP 옥수수/NNG 의/JKG 경우/NNG 4/SN ～/SO 6/SN 배/NNG ,/SP 보리/NNG 는/JX 6/SN ～/SO 9/SN 	배/NNG	의/JKG 수확/NNG 을/JKO 올리/VV 게/EC 되/VV ᆫ/ETM 것/NNB 이/VCP 다/EF ./SF 
배__01/NNG		배/NNG	가/JKS 고프/VA 니까/EC ,/SP 밥/NNG 먹/VV 을/ETM 시간/NNG 이/VCP 니까/EC ,/SP 거기/NP 밥/NNG 이/JKS 있/VV 으니까/EC 먹/VV 어/EC 오/VX 았/EP 다/EF ./SF 
배__01/NNG	창고/NNG 가/JKS 크/VA ᆫ/ETM 중간/NNG 상인/NNG 들/XSN 만/JX 	배/NNG	불리/VV ᆯ/ETM 따름/NNB 이/VCP 다/EF ./SF 
배__09/NNG	에/JKB 푹/MAG 젖/VV 은/ETM 한/MM 톨/NNB 의/JKG 씨앗/NNG 이/JKS 제철/NNG 저/NP 의/JKG 고장/NNG 에서/JKB 적당/XR 하/XSA ᆫ/ETM 세월/NNG 을/JKO 보내/VV ᆫ/ETM 후/NNG 원래/NNG 보다/JKB 수십/NR 	배/NNG	늘어나/VV 는/ETM 생산/NNG 이/JKS 예/NNG 로부터/JKB 내려오/VV ᆫ/ETM 진정/XR 하/XSA ᆫ/ETM 생산/NNG 이/VCP 자/EC 문화지/NNG ,/SP 씨앗/NNG 을/JKO 착상/NNG 하/XSV ᆫ/ETM 땅/NNG 을/JKO 무겁/VA ᆫ/ETM 
배__09/NNG	14/SN 만/NR 5/SN ,/SP 000/SN 볼트/NNG 송전탑/NNG 의/JKG 반경/NNG 100/SN 미터/NNB 안/NNG 에/JKB 는/JX 뇌종양/NNG 과/JC 백혈병/NNG 이/JKS 	배/NNG	이상/NNG 증가/NNG 하/XSV ᆫ다는데/EC 75/SN 만/NR 볼트/NNG 는/JX 어느/MM 정도/NNG 이/VCP ᆯ까/EF ./SF 
배__09/NNG	상부/NNG 댐/NNG 으로/JKB 끌/VV 어/EC 올리/VV 어야/EC 하/VX 는데/EC 그때/NNG 소비/NNG 되/XSV 는/ETM 전력/NNG 은/JX 낮/NNG 에/JKB 발전/NNG 하/XSV ᆫ/ETM 전력량/NNG 의/JKG 1/SN ./SP 6/SN 	배/NNG	에/JKB 달하/VV ᆫ다/EF ./SF 
배__09/NNG	1970/SN 년대/NNB 65/SN 만/NR 명/NNB 에서/JKB 최근/NNG 260/SN 만/NR 명/NNB 으로/JKB 한/MM 세대/NNG 만/JX 에/JKB 인구/NNG 가/JKS 4/SN 	배/NNG	이상/NNG 증가/NNG 하/XSV ᆫ/ETM 인천/NNP 은/JX 벌써/MAG 수년/NNG 째/XSN ,/SP 틈/NNG 만/JX 나/VX 면/EC 시포트/NNG (/SS Seaport/SL )/SS ,/SP 에어포트/NNG (/SS airport/SL )/SS 그리고/MAJ 텔레포트/NNG 
배__09/NNG	시행/NNG 하/XSV 자/EC ,/SP 1971/SN 년/NNB 시민/NNG 1/SN 인/NNG 당/XSN 0/SN ./SP 5/SN 제곱미터/NNB 이/VCP 었/EP 던/ETM 녹지/NNG 는/JX 1996/SN 년/NNB 50/SN 제곱미터/NNB 로/JKB 100/SN 	배/NNG	이상/NNG 증가/NNG ,/SP 유엔/NNP 세계보건기구/NNP 가/JKS 권고/NNG 하/XSV 는/ETM 녹지/NNG 비율/NNG 보다/JKB 4/SN 배/NNG 이상/NNG 확보/NNG 하/XSV ᆫ/ETM 쾌적/XR 하/XSA ᆫ/ETM 도시/NNG 로/JKB 성숙/NNG 하/XSV 
배__09/NNG	이/VCP 었/EP 던/ETM 녹지/NNG 는/JX 1996/SN 년/NNB 50/SN 제곱미터/NNB 로/JKB 100/SN 배/NNG 이상/NNG 증가/NNG ,/SP 유엔/NNP 세계보건기구/NNP 가/JKS 권고/NNG 하/XSV 는/ETM 녹지/NNG 비율/NNG 보다/JKB 4/SN 	배/NNG	이상/NNG 확보/NNG 하/XSV ᆫ/ETM 쾌적/XR 하/XSA ᆫ/ETM 도시/NNG 로/JKB 성숙/NNG 하/XSV ᆯ/ETM 수/NNB 있/VV 었/EP 으며/EC ,/SP 자전거/NNG 도로/NNG 와/JC 연계/NNG 되/XSV 고/EC 무료/NNG 공공/NNG 
배__09/NNG	현재/MAG 월/NNG 3/SN 백/NR 원/NNB 의/JKG 전화/NNG 사용/NNG 기본료/NNG 가/JKS 내년/NNG 부터/JX 300/SN 퍼센트/NNB 나/JX 인상/NNG 되/XSV 고/EC 그/MM 가설료/NNG 도/JX 두/MM 	배/NNG	로/JKB 오르/VV ᆫ다고/EC 하/VX ᆫ다/EF ./SF 
배__09/NNG	울리/VV 며/EC 패트롤카/NNG 를/JKO 몰/VV 고/EC 다니/VV 지/EC 않/VX 으면/EC 온종일/NNG 파출소/NNG 에서/JKB 장승/NNG 처럼/JKB 서/VV 어/EC 있/VX 는/ETM 우리나라/NNG 의/JKG 순경/NNG 들/XSN 보다/JKB 열/NR 	배/NNG	더/MAG 많이/MAG 걷/VV 는/ETM 셈/NNB 이/VCP 다/EF ./SF 
배__01/NNG	조기/NNG 에/JKB 는/JX 노랗/VA ᆫ/ETM 물감/NNG 을/JKO 들이/VV 고/EC 그/MM 	배/NNG	에/JKB 는/JX 바람/NNG 을/JKO 집어넣/VV 어/EC 알/NNG 을/JKO 배/VV ᆫ/ETM 것/NNB 처럼/JKB 부풀/VV 게/EC 하/VV ᆫ다/EF ./SF 
배__01/NNG	옛날/NNG 에/JKB 는/JX 콧물/NNG 이/JKS 좀/MAG 흐르/VV 어도/EC ,/SP 	배/NNG	가/JKS 좀/MAG 아프/VA 아도/EC 으레/MAG 약방/NNG 으로/JKB 달려가/VV 았/EP 던/ETM 것/NNB 이/VCP 다/EF ./SF 
배__09/NNG	한/MM 해/NNG 동안/NNG 미국/NNP 으로/JKB 수출/NNG 하/XSV ᆫ/ETM 한국/NNP 모발액/NNG 은/JX 1/SN 백/NR 61/SN 만/NR 8/SN 천/NR 달러/NNB ,/SP 목표액/NNG 50/SN 만/NR 달러/NNB 보다/JKB 세/MM 	배/NNG	나/JX 더/MAG 초과/NNG 수출/NNG 을/JKO 보/VV ᆫ/ETM 셈/NNB 이/VCP 다/EF ./SF 
배__02/NNG	오랫동안/NNG 굶주리/VV 었/EP 는지/EC 	배/NNG	를/JKO 틀어쥐/VV ᆫ/ETM 손/NNG 은/JX 힘없이/MAG 떨/VV 고/EC 있/VX 었/EP 다/EF ./SF 
배__01/NNG		배/NNG	가/JKS 고프/VA ᆫ/ETM 것/NNB 이/VCP 다/EF ./SF 
배__09/NNG	두세/MM 	배/NNG	로/JKB 뛰/VV ᆫ/ETM '/SS 하이/NNG 점핑/NNG '/SS ./SF 
배__01/NNG		배/NNG	가/JKS 고프/VA ᆫ데/EC ,/SP 혹은/MAG 사냥/NNG 에/JKB 취미/NNG 가/JKS 있/VV 는데/EC 무턱대고/MAG 살생/NNG 이/JKS 죄악/NNG 이/VCP 라고/EC 하/VV 아서/EC 금지/NNG 하/XSV ᆫ다면/EC 별로/MAG 지키/VV 어/EC 
배__01/NNG	정도/NNG 이/VCP 고/EC 나머지/NNG 는/JX 모두/NNG 가/JKS 그/NP 에/JKB 묻/VV 어/EC 가/VX 는/ETM 임원/NNG 들/XSN 이/VCP 라니/EC 좀/MAG 상스럽/VA ᆫ/ETM 속담/NNG 을/JKO 빌리/VV 자면/EC "/SS 	배/NNG	보다/JKB 배꼽/NNG 이/JKS 더/MAG 크/VA ᆫ/ETM 격/NNB "/SS 이/VCP 다/EF ./SF 
배__02/NNG	무인도/NNG 에/JKB 표류/NNG 하/XSV ᆫ/ETM 한국인/NNG 들/XSN 이/JKS 	배/NNG	한/MM 척/NNB 이/JKS 지나가/VV 자/EC 구조/NNG 를/JKO 청/NNG 하/XSV 았/EP 을/ETM 때/NNG 의/JKG 일/NNG 이/VCP 었/EP 다/EF ./SF 
배__09/NNG	우선/MAG 겉/NNG 으로/JKB 보/VV 기/ETN 에/JKB 한국인/NNG 들/XSN 은/JX 구미/NNP 의/JKG 여러/MM 나라/NNG 사람/NNG 들/XSN 에/JKB 비하/VV 아/EC 	배/NNG	倍/SH 나/JX 더/MAG 일/NNG 하/XSV 는/ETM 것/NNB 같/VA 다/EF ./SF 
배__01/NNG		배/NNG	만/JX 부르/VV ᆫ/ETM 계절/NNG 이/JKC 아니/VCN 라/EC 정신/NNG 의/JKG 기갈/NNG 도/JX 채우/VV 는/ETM 달/NNG 이/VCP 다/EF ./SF 
배__02/NNG	유족/NNG 들/XSN 이나/JC 그/MM 이웃/NNG 들/XSN 은/JX 북양/NNP 어업/NNG 의/JKG 안전도/NNG 에/JKB 회의/NNG 를/JKO 품/VV 고/EC "/SS 풍파/NNG 에/JKB 놀라/VV ᆫ/ETM 사공/NNG 	배/NNG	팔/VV 아/EC 말/NNG 을/JKO 사/VV ᆫ다/EC "/SS 는/ETM 옛/MM 시조/NNG 의/JKG 한/MM 구절/NNG 처럼/JKB 뱃사람/NNG 으로/JKB 태어나/VV ᆫ/ETM 것/NNB 을/JKO 후회/NNG 하/XSV ᆯ지/EC 도/JX 모르/VV 
배__02/NNG	서른/NR 명/NNB 가깝/VA ᆫ/ETM 귀중/XR 하/XSA ᆫ/ETM 인명/NNG 을/JKO 헛되/VA 지/EC 않/VX 게/EC 하/VV 는/ETM 길/NNG 은/JX 더/MAG 크/VA ᆫ/ETM 	배/NNG	를/JKO 만들/VV 는/ETM 길/NNG 이/VCP 요/EC ,/SP 더/MAG 많/VA 은/ETM 배/NNG 를/JKO 북양/NNP 으로/JKB 띄우/VV 는/ETM 것/NNB 이/VCP 요/EC ,/SP 다른/MM 나라/NNG 의/JKG 어업/NNG 보다/JKB 
배__02/NNG	ᆫ/ETM 인명/NNG 을/JKO 헛되/VA 지/EC 않/VX 게/EC 하/VV 는/ETM 길/NNG 은/JX 더/MAG 크/VA ᆫ/ETM 배/NNG 를/JKO 만들/VV 는/ETM 길/NNG 이/VCP 요/EC ,/SP 더/MAG 많/VA 은/ETM 	배/NNG	를/JKO 북양/NNP 으로/JKB 띄우/VV 는/ETM 것/NNB 이/VCP 요/EC ,/SP 다른/MM 나라/NNG 의/JKG 어업/NNG 보다/JKB 더/MAG 풍성/XR 하/XSA ᆫ/ETM 고기/NNG 를/JKO 잡/VV 아/EC 오/VX 는/ETM 것/NNB 
배__02/NNG	'/SS 	배/NNG	를/JKO 타/VV 았/EP 다/EF '/SS 라고/JKQ 말/NNG 하/XSV ᆫ다/EF ./SF 
배__02/NNG	대체/MAG 그것/NP 이/JKS 무슨/MM 	배/NNG	이/VCP 냐/EF ?/SF 
배__09/NNG	그/NP 의/JKG 아들/NNG 들/XSN 과/JC 입장/NNG 을/JKO 바꾸/VV 어/EC 생각/NNG 하/XSV 아도/EC ,/SP 외사촌/NNG 보다/JKB 는/JX 아버지/NNG 하고/JC 연락/NNG 이/JKS 닿/VV 았/EP 을/ETM 때/NNG 백/NR 	배/NNG	는/JX 더/MAG 기쁘/VA 리라는/ETM 것/NNB ᆫ/JX 말/NNG 하/XSV ᆯ/ETM 것/NNB 도/JX 없/VA 는/ETM 일/NNG 이/VCP 었/EP 다/EF ./SF 
배__09/NNG	그/NP 가/JKS 집/NNG 떠나/VV 아/EC 불리/VV ᆫ/ETM 재산/NNG 이/JKS 어찌/MAG 천/NR 	배/NNG	에/JKB 그치/VV 랴/EF ./SF 
배__01/NNG	는/ETM 시간/NNG 에/JKB 깊이/MAG 잠들/VV 어/EC 있/VX 어/EC 의식/NNG 하/XSV 지/EC 도/JX 못하/VX 았/EP 지만/EC 세/MM 마리/NNB 의/JKG 금붕어/NNG 가/JKS 한날/NNG 한시/NNG 에/JKB 희/VA ᆫ/ETM 	배/NNG	를/JKO 드러내/VV 고/EC 수면/NNG 위/NNG 에/JKB 뜨/VV 어/EC 있/VX 는/ETM 것/NNB ᆯ/JKO 보/VV 고/EC 는/JX 호들갑/NNG 스럽/XSA 게/EC 놀라/VV 았/EP 다/EF ./SF 
배__09/NNG	대부분/NNG 은/JX 대장간/NNG 의/JKG 화로/NNG 보다/JKB 몇/MM 	배/NNG	더/MAG 뜨겁/VA ᆫ/ETM 용광로/NNG 에서/JKB 다른/MM 무엇/NP 으로/JKB 태어나/VV 았/EP 겠/EP 지만/EC 그/MM 축/NNB 에/JKB 도/JX 끼/VV 지/EC 못하/VX ᆫ/ETM 하찮/VA 고/EC 낡/VA 은/ETM 것/NNB 
배__09/NNG	그/MM 작/VA 은/ETM 체구/NNG 의/JKG 어린아이/NNG 가/JKS 자신/NNG 보다/JKB 몇/MM 	배/NNG	크/VA ᆫ/ETM 탱크/NNG 를/JKO 향하/VV 아/EC 육탄/NNG 으로/JKB 맞서/VV 는/ETM 모습/NNG 이/JKS ,/SP 거인/NNG 골리앗/NNP 과/JKB 맞서/VV 어/EC 싸우/VV 는/ETM 소년/NNG 다윗/NNP 과/JKB 다르/VA ᆯ/ETM 
배__09/NNG	ᆫ/ETM 자료/NNG 에/JKB 의하/VV 면/EC 이스라엘/NNP 의/JKG 일인/NNG 당/XSN 국내/NNG 총/MM 생산/NNG 은/JX 1/SN 만/NR 8900/SN 달러/NNB 로/JKB 팔레스타인/NNP 의/JKG 1680/SN 달러/NNB 의/JKG 무려/MAG 열/NR 	배/NNG	가/JKS 넘/VV 는/ETM 규모/NNG 이/VCP 었/EP 습니다/EF ./SF 
배__01/NNG	달러/NNB (/SS 어른/NNG 은/JX 200/SN 달러/NNB 이/VCP ᆫ데/EC 학생/NNG 은/JX 할인/NNG 하/XSV 아/EC 150/SN 달러/NNB )/SS 를/JKO 주/VV 고/EC 비행기/NNG 표/NNG 를/JKO 사/VV 자니/EC 얼마나/MAG 	배/NNG	가/JKS 아프/VA 았/EP 겠/EP 습니까요/EF !/SF 
배__01/NNG	그러나/MAJ 비행기/NNG 가/JKS 하얗/VA ᆫ/ETM 눈/NNG 으로/JKB 뒤덮이/VV ᆫ/ETM 터키/NNP 의/JKG 아나톨리아/NNP 고원/NNG 위/NNG 를/JKO 상쾌/XR 하/XSA 게/EC 나/NP 는/JX 동안/NNG ,/SP 	배/NNG	아픔/NNG 은/JX 순식간/NNG 에/JKB 사라지/VV 고/EC 말/VX 았/EP 지요/EF ./SF 
배__02/NNG	에서/JKB 해안/NNG 을/JKO 따르/VV 아/EC 에리트라이해/NNP 까지/JX 모래톱/NNG 에/JKB 막히/VV 어/EC 더/MAG 이상/NNG 나아가/VV ᆯ/ETM 수/NNB 없/VA 을/ETM 때/NNG 까지/JX 전진/NNG 하/XSV 아/EC 그/NP 의/JKG 	배/NNG	가/JKS 닿/VV 은/ETM 모든/MM 나라/NNG 를/JKO 정복/NNG 하/XSV 았/EP 다/EF ./SF 
배__02/NNG	바다/NNG 와/JC 두/MM 강/NNG 을/JKO 끼/VV 고/EC 있/VX 는/ETM 트로이/NNP 는/JX 당시/NNG 그리스/NNP 를/JKO 비롯/XR 하/XSV ᆫ/ETM 모든/MM 도시/NNG 국가/NNG 의/JKG 	배/NNG	가/JKS 지나/VV 는/ETM 항구/NNG 이/VCP 었/EP 다고/EC 하/VV 아요/EF ./SF 
배__02/NNG	그/NP 밖에/JX 도/JX 심심/XR 하/XSA 지/EC 말/VX 라고/EC 악기/NNG 도/JX 넣/VV 어/EC 두/VX 고/EC ,/SP 또/MAG 저승/NNG 에/JKB 가/VV ᆯ/ETM 때/NNG 타/VV 고/EC 가/VV ᆯ/ETM 	배/NNG	도/JX 만들/VV 어/EC 무덤/NNG 에/JKB 넣/VV 었/EP 던/ETM 것/NNB 이/VCP ᄇ니다/EF ./SF 
배__02/NNG	세트/NNG 는/JX 다시/MAG 돌/NNG 로/JKB 만들/VV ᆫ/ETM 	배/NNG	를/JKO 강물/NNG 에/JKB 띄우/VV 어/EC 승부/NNG 를/JKO 겨루/VV 자고/EC 제안/NNG 하/XSV ᄇ니다/EF ./SF 
배__02/NNG	호루스/NNP 가/JKS 만들/VV ᆫ/ETM 	배/NNG	는/JX 나무/NNG 의/JKG 겉/NNG 만/JX 돌/NNG 로/JKB 위장/NNG 하/XSV 아/EC 강물/NNG 에/JKB 뜨/VV 었/EP 으나/EC ,/SP 세트/NNG 의/JKG 배/NNG 는/JX 그대로/MAG 가라앉/VV 고/EC 말/VX 죠/EF 
배__02/NNG	호루스/NNP 가/JKS 만들/VV ᆫ/ETM 배/NNG 는/JX 나무/NNG 의/JKG 겉/NNG 만/JX 돌/NNG 로/JKB 위장/NNG 하/XSV 아/EC 강물/NNG 에/JKB 뜨/VV 었/EP 으나/EC ,/SP 세트/NNG 의/JKG 	배/NNG	는/JX 그대로/MAG 가라앉/VV 고/EC 말/VX 죠/EF ./SF 
배__02/NNG	고대/NNG 이집트인/NNG 들/XSN 이/JKS 타/VV 았/EP 던/ETM 것/NNB 과/JKB 같/VA 은/ETM 모양/NNG 의/JKG 	배/NNG	가/JKS 나일강/NNP 을/JKO 유유히/MAG 떠다니/VV ᄇ니다/EF ./SF 
배__02/NNG	나일강/NNP 위/NNG 에/JKB 	배/NNG	를/JKO 띄우/VV 어/EC 이/NR 층/NNG 으로/JKB 만들/VV ᆫ/ETM 곳/NNG 이/VCP 었/EP 습니다/EF ./SF 
배__02/NNG	클레오파트라/NNP 는/JX 안토니우스/NNP 와/JKB 연합/NNG 하/XSV 아/EC 전투/NNG 에/JKB 참가/NNG 하/XSV 았/EP 지만/EC ,/SP 안토니우스/NNP 가/JKS 열세/NNG 에/JKB 빠지/VV 자/EC 	배/NNG	를/JKO 몰/VV 아/EC 도망치/VV 어/EC 버리/VX ᄇ니다/EF ./SF 
배__02/NNG	저/NP 와/JKB 함께/MAG 가/VV 시/EP ᆯ/ETM 곳/NNG 은/JX 나일강/NNP 동편/NNG 에서/JKB 	배/NNG	를/JKO 타/VV 고/EC 서쪽/NNG 으로/JKB 건너가/VV 면/EC 눈앞/NNG 에/JKB 크/VA 게/EC 펼쳐지/VV 는/ETM 계곡/NNG 이/VCP ᄇ니다/EF ./SF 
배__01/NNG	버스/NNG 가/JKS 떠나/VV 기/ETN 를/JKO 기다리/VV 며/EC 대합실/NNG 의자/NNG 에/JKB 앉/VV 아/EC 빵/NNG 한/MM 조각/NNG 으로/JKB 허기지/VV ᆫ/ETM 	배/NNG	를/JKO 채우/VV 고/EC 있/VX 는데/EC 옆/NNG 자리/NNG 의/JKG 썬글라스/NNG 를/JKO 끼/VV ᆫ/ETM 사내/NNG 가/JKS 아무래도/MAG 낯익/VA 다/EF ./SF 
배__02/NNG	껀토/NNP 로/JKB 가/VV 려면/EC 메콩강/NNP 은/JX 다리/NNG 로/JKB ,/SP 바싹강/NNP 은/JX 	배/NNG	를/JKO 타/VV 고/EC 건너/VV 어야/EC 하/VX ᆫ다/EF ./SF 
배__02/NNG	에서/JKB 스베이리엥/NNP (/SS Svey/SL Rieng/SL )/SS 을/JKO 가/VV ᆯ/ETM 때/NNG 에/JKB 는/JX 바싹강/NNP 은/JX 모니봉/NNP (/SS Monivong/SL )/SS 다리/NNG 로/JKB 건너/VV 었/EP 고/EC 메콩강/NNP 은/JX 	배/NNG	를/JKO 타/VV 고/EC 건너/VV ᆫ/ETM 것/NNB 과/JKB 반대/NNG 이/VCP ᆫ/ETM 셈/NNB 이/VCP 다/EF ./SF 
